State,District,Crop,Season,Area-2024-25,Production-2024-25,Yield-2024-25
Punjab,Gurdaspur,Sugarcane,Annual,20000,1400000,70
Punjab,Gurdaspur,Barley,Rabi,18000,59400,3.3
Punjab,Gurdaspur,Cotton,Kharif,35000,63000,1.8
Punjab,Gurdaspur,Wheat,Rabi,120000,552000,4.6
Punjab,Ludhiana,Rice,Kharif,100500,392000,3.9
Punjab,Ludhiana,Maize,Kharif,26000,91000,3.5
Punjab,Ludhiana,Potato,Rabi,14800,296000,20
Punjab,Ludhiana,Sugarcane,Annual,22500,1575000,70
Punjab,Ludhiana,Wheat,Rabi,118000,531000,4.5
Punjab,Amritsar,Rice,Kharif,96000,374400,3.9
Punjab,Amritsar,Maize,Kharif,23000,80500,3.5
Punjab,Amritsar,Mustard,Rabi,16500,24750,1.5
Punjab,Amritsar,Potato,Rabi,14200,284000,20
Punjab,Amritsar,Wheat,Rabi,121000,544500,4.5
Punjab,Jalandhar,Rice,Kharif,99000,386100,3.9
Punjab,Jalandhar,Maize,Kharif,23500,82250,3.5
Punjab,Jalandhar,Sugarcane,Annual,23800,1666000,70
Punjab,Jalandhar,Barley,Rabi,19500,64350,3.3
Punjab,Jalandhar,Wheat,Rabi,126000,579600,4.6
Punjab,Patiala,Rice,Kharif,106000,413400,3.9
Punjab,Patiala,Maize,Kharif,24500,85750,3.5
Punjab,Patiala,Mustard,Rabi,17200,25800,1.5
Punjab,Patiala,Potato,Rabi,15800,316000,20
Punjab,Patiala,Wheat,Rabi,132000,594000,4.5
Punjab,Bathinda,Rice,Kharif,92000,358800,3.9
Punjab,Bathinda,Cotton,Kharif,43000,77400,1.8
Punjab,Bathinda,Maize,Kharif,21500,75250,3.5
Punjab,Bathinda,Mustard,Rabi,16800,25200,1.5
Punjab,Bathinda,Wheat,Rabi,119000,535500,4.5
Punjab,Moga,Rice,Kharif,98500,384150,3.9
Punjab,Moga,Potato,Rabi,14600,292000,20
Punjab,Moga,Barley,Rabi,18200,60060,3.3
Punjab,Moga,Maize,Kharif,22800,79800,3.5
Punjab,Moga,Wheat,Rabi,113000,508500,4.5
Punjab,Ferozepur,Rice,Kharif,94000,366600,3.9
Punjab,Ferozepur,Cotton,Kharif,39500,71100,1.8
Punjab,Ferozepur,Maize,Kharif,20500,71750,3.5
Punjab,Ferozepur,Mustard,Rabi,16200,24300,1.5
Punjab,Ferozepur,Wheat,Rabi,124000,570400,4.6
Punjab,Sangrur,Rice,Kharif,104000,405600,3.9
Punjab,Sangrur,Maize,Kharif,24200,84700,3.5
Punjab,Sangrur,Barley,Rabi,19800,65340,3.3
Punjab,Sangrur,Potato,Rabi,15200,304000,20
Punjab,Sangrur,Wheat,Rabi,116000,522000,4.5
Punjab,Gurdaspur,Rice,Kharif,97000,378300,3.9
Punjab,Gurdaspur,Maize,Kharif,22600,79100,3.5
Punjab,Gurdaspur,Mustard,Rabi,15800,23700,1.5
Punjab,Gurdaspur,Sugarcane,Annual,21000,1470000,70
Punjab,Gurdaspur,Wheat,Rabi,112000,504000,4.5
Punjab,Hoshiarpur,Rice,Kharif,93000,362700,3.9
Punjab,Hoshiarpur,Maize,Kharif,22000,77000,3.5
Punjab,Hoshiarpur,Barley,Rabi,18500,61050,3.3
Punjab,Hoshiarpur,Potato,Rabi,14900,298000,20
Punjab,Hoshiarpur,Wheat,Rabi,120000,564000,4.7
Punjab,Ludhiana,Rice,Kharif,102000,397800,3.9
Punjab,Ludhiana,Maize,Kharif,26000,93600,3.6
Punjab,Ludhiana,Mustard,Rabi,18500,27750,1.5
Punjab,Ludhiana,Potato,Rabi,15200,304000,20
Punjab,Ludhiana,Sugarcane,Annual,22500,1575000,70
Punjab,Ludhiana,Barley,Rabi,20500,67650,3.3
Punjab,Ludhiana,Cotton,Kharif,41000,75850,1.85
Punjab,Ludhiana,Wheat,Rabi,118000,531000,4.5
Punjab,Amritsar,Rice,Kharif,96000,374400,3.9
Punjab,Amritsar,Maize,Kharif,23000,82800,3.6
Punjab,Amritsar,Mustard,Rabi,16200,24300,1.5
Punjab,Amritsar,Potato,Rabi,14500,290000,20
Punjab,Amritsar,Sugarcane,Annual,21000,1470000,70
Punjab,Amritsar,Barley,Rabi,18200,60060,3.3
Punjab,Amritsar,Cotton,Kharif,36000,64800,1.8
Punjab,Amritsar,Wheat,Rabi,119500,543725,4.55
Punjab,Jalandhar,Rice,Kharif,98500,384150,3.9
Punjab,Jalandhar,Maize,Kharif,23500,84600,3.6
Punjab,Jalandhar,Mustard,Rabi,15800,23700,1.5
Punjab,Jalandhar,Potato,Rabi,16200,324000,20
Punjab,Jalandhar,Sugarcane,Annual,24500,1715000,70
Punjab,Jalandhar,Barley,Rabi,19500,64350,3.3
Punjab,Jalandhar,Cotton,Kharif,32000,59200,1.85
Punjab,Jalandhar,Wheat,Rabi,127000,596900,4.7
Punjab,Patiala,Rice,Kharif,106500,415350,3.9
Punjab,Patiala,Maize,Kharif,24800,89280,3.6
Punjab,Patiala,Mustard,Rabi,17400,26100,1.5
Punjab,Patiala,Potato,Rabi,15800,316000,20
Punjab,Patiala,Sugarcane,Annual,23500,1645000,70
Punjab,Patiala,Barley,Rabi,21500,70950,3.3
Punjab,Patiala,Cotton,Kharif,39000,72150,1.85
Punjab,Patiala,Wheat,Rabi,132000,594000,4.5
Punjab,Bathinda,Rice,Kharif,92500,361750,3.91
Punjab,Bathinda,Maize,Kharif,21800,78480,3.6
Punjab,Bathinda,Mustard,Rabi,16800,25200,1.5
Punjab,Bathinda,Potato,Rabi,14800,296000,20
Punjab,Bathinda,Sugarcane,Annual,19500,1365000,70
Punjab,Bathinda,Barley,Rabi,17800,58740,3.3
Punjab,Bathinda,Cotton,Kharif,43500,80475,1.85
Punjab,Bathinda,Wheat,Rabi,121500,552825,4.55
Punjab,Moga,Rice,Kharif,101500,395850,3.9
Punjab,Moga,Maize,Kharif,22800,82080,3.6
Punjab,Moga,Mustard,Rabi,16400,24600,1.5
Punjab,Moga,Potato,Rabi,15100,302000,20
Punjab,Moga,Sugarcane,Annual,20500,1435000,70
Punjab,Moga,Barley,Rabi,18800,62040,3.3
Punjab,Moga,Cotton,Kharif,34500,63825,1.85
Punjab,Moga,Wheat,Rabi,121000,556600,4.6
Punjab,Ludhiana,Rice,Kharif,101500,396000,3.9
Punjab,Ludhiana,Maize,Kharif,26200,91700,3.5
Punjab,Ludhiana,Mustard,Rabi,18200,27300,1.5
Punjab,Ludhiana,Potato,Rabi,15100,302000,20
Punjab,Ludhiana,Sugarcane,Annual,22150,1550500,70
Punjab,Ludhiana,Barley,Rabi,20300,67000,3.3
Punjab,Ludhiana,Cotton,Kharif,40500,73500,1.82
Punjab,Ludhiana,Wheat,Rabi,116000,522000,4.5
Punjab,Amritsar,Rice,Kharif,96000,374400,3.9
Punjab,Amritsar,Maize,Kharif,22400,78400,3.5
Punjab,Amritsar,Mustard,Rabi,16200,24300,1.5
Punjab,Amritsar,Potato,Rabi,14200,284000,20
Punjab,Amritsar,Sugarcane,Annual,20500,1435000,70
Punjab,Amritsar,Barley,Rabi,18300,60390,3.3
Punjab,Amritsar,Cotton,Kharif,35800,64440,1.8
Punjab,Amritsar,Wheat,Rabi,118500,533250,4.5
Punjab,Jalandhar,Rice,Kharif,98700,385000,3.9
Punjab,Jalandhar,Maize,Kharif,23400,81900,3.5
Punjab,Jalandhar,Mustard,Rabi,15300,22950,1.5
Punjab,Jalandhar,Potato,Rabi,16200,324000,20
Punjab,Jalandhar,Sugarcane,Annual,24100,1687000,70
Punjab,Jalandhar,Barley,Rabi,19500,64350,3.3
Punjab,Jalandhar,Cotton,Kharif,30700,55260,1.8
Punjab,Jalandhar,Wheat,Rabi,126200,580500,4.6
Punjab,Patiala,Rice,Kharif,106800,416500,3.9
Punjab,Patiala,Maize,Kharif,24500,85750,3.5
Punjab,Patiala,Mustard,Rabi,17300,25950,1.5
Punjab,Patiala,Potato,Rabi,15750,315000,20
Punjab,Patiala,Sugarcane,Annual,23400,1638000,70
Punjab,Patiala,Barley,Rabi,21300,70290,3.3
Punjab,Patiala,Cotton,Kharif,38500,69300,1.8
Punjab,Patiala,Wheat,Rabi,131400,591300,4.5
Punjab,Bathinda,Rice,Kharif,91400,356460,3.9
Punjab,Bathinda,Maize,Kharif,21600,75600,3.5
Punjab,Bathinda,Mustard,Rabi,16800,25200,1.5
Punjab,Bathinda,Potato,Rabi,14600,292000,20
Punjab,Bathinda,Sugarcane,Annual,19400,1358000,70
Punjab,Bathinda,Barley,Rabi,17900,59070,3.3
Punjab,Bathinda,Cotton,Kharif,42800,77040,1.8
Punjab,Bathinda,Wheat,Rabi,119800,539100,4.5
,Moga,,,,,
